PUFC04_SEX,PUFC05_AGE,PUFC06_MSTAT,PUFC07_GRADE,PUFC09_GRADTECH,PUFC11_WORK,PUFC14_PROCC,PUFC17_NATEM,PUFC18_PNWHRS,PUFC19_PHOURS,PUFC23_PCLASS,PUFC41_WQTR,PUFNEWEMPSTAT
1,44,2,4,0,1,36,1,5,15,4,2,0
1,23,3,1,0,1,7,2,8,40,1,2,0
1,61,2,6,0,1,25,1,6,24,4,2,0
0,59,2,4,0,1,19,2,8,56,4,2,0
0,54,2,14,0,1,25,1,6,42,4,2,0
1,81,3,3,0,1,25,1,8,56,4,2,0
1,24,2,0,0,1,15,2,8,48,2,2,0
1,52,2,4,0,1,25,1,6,36,4,2,0
0,48,2,12,0,1,19,1,10,70,4,2,0
1,24,3,14,0,1,15,2,8,40,1,2,0
0,20,3,14,0,0,43,3,0,0,5,0,2
1,33,2,13,0,1,11,1,8,48,2,2,0
0,60,2,4,0,1,0,1,7,30,2,2,0
1,76,2,8,0,1,19,1,10,70,4,2,0
1,42,2,14,0,0,43,3,0,0,5,0,1
0,44,2,20,0,1,42,1,8,40,1,2,0
1,35,2,0,0,0,43,3,0,0,5,0,1
1,35,2,9,0,1,11,2,3,12,2,2,0
1,74,2,8,0,1,25,1,6,36,4,2,0
0,71,2,4,0,1,36,1,8,24,4,2,0
1,30,3,1,0,1,15,1,8,40,1,2,0
1,90,5,9,0,0,43,3,0,0,5,0,1
0,56,3,14,0,1,36,1,8,30,4,2,0
0,61,3,12,0,1,25,1,4,12,4,2,0
0,49,2,4,0,1,25,1,4,12,4,2,0
1,50,2,12,0,0,43,3,0,0,5,2,2
1,53,2,11,0,1,36,1,10,70,2,2,0
0,45,2,4,0,1,32,2,2,2,4,2,0
0,17,3,12,0,0,43,3,0,0,5,2,1
1,22,2,14,0,1,36,1,10,70,2,2,0
1,22,2,13,0,1,36,1,10,70,2,2,0
1,66,2,4,0,1,19,1,10,50,4,2,0
0,70,2,11,0,1,19,1,10,50,4,2,0
1,37,3,1,0,1,19,1,10,50,4,2,0
1,45,2,14,0,1,19,2,8,48,4,2,0
1,49,2,4,0,1,35,1,8,40,1,2,0
0,23,3,14,0,1,35,1,8,40,1,2,0
1,17,3,14,0,1,26,1,6,30,4,2,0
1,52,2,14,0,1,11,1,8,56,2,2,0
0,55,2,13,0,0,43,3,0,0,5,0,1
0,30,3,11,0,1,19,1,12,84,4,2,0
0,29,3,14,0,1,19,1,12,84,4,2,0
0,23,3,14,0,1,19,1,12,84,4,2,0
1,43,2,1,0,0,43,3,0,0,5,2,2
0,38,2,1,0,1,33,1,8,40,1,2,0
1,46,2,0,0,1,36,1,2,6,4,2,0
0,46,2,1,0,1,24,1,8,40,1,2,0
1,36,2,14,0,1,36,1,12,72,2,2,0
0,32,2,1,0,0,43,3,0,0,5,0,2
1,44,2,1,0,1,37,1,8,40,2,2,0
0,37,2,20,0,1,42,1,8,40,1,2,0
1,69,2,14,0,1,25,1,8,56,4,2,0
0,61,2,13,0,1,25,1,8,56,4,2,0
0,47,2,7,0,1,25,1,8,40,4,2,0
1,72,2,6,0,1,25,1,8,40,4,2,0
0,71,2,6,0,1,25,1,8,40,4,2,0
1,28,3,10,0,1,8,0,10,70,3,2,0
1,36,2,14,0,1,11,1,4,24,2,2,0
0,69,5,7,0,1,25,1,4,28,4,2,0
1,45,3,6,0,1,25,1,4,28,4,2,0
1,34,2,4,0,1,22,2,8,40,2,2,0
0,74,2,15,0,1,25,1,8,48,4,2,0
1,68,2,8,0,1,0,1,10,70,2,2,0
0,67,2,8,0,0,43,3,0,0,5,0,1
0,47,2,14,0,1,25,1,4,12,4,2,0
0,24,3,11,0,0,43,3,0,0,5,1,1
1,50,2,5,0,1,25,1,4,20,4,2,0
0,43,2,7,0,1,25,1,4,20,4,2,0
0,56,5,6,0,1,25,1,4,20,4,2,0
1,26,3,5,0,1,22,2,4,20,2,2,0
1,22,3,14,0,1,8,0,8,40,2,2,0
1,19,3,6,0,0,43,3,0,0,5,0,1
1,31,2,12,0,1,22,2,10,60,2,2,0
0,31,2,11,0,0,43,3,0,0,5,0,1
1,39,2,7,0,1,25,1,4,12,4,2,0
1,22,3,14,0,0,43,3,0,0,5,0,2
1,26,2,10,0,1,25,2,4,20,4,2,0
1,34,2,8,0,1,22,1,8,48,2,2,0
1,54,2,14,0,1,15,1,8,40,1,2,0
0,57,2,1,0,1,5,1,8,40,1,2,0
1,25,3,20,0,1,38,2,12,84,1,2,0
1,55,2,2,0,1,15,2,12,72,2,2,0
0,48,2,20,0,1,42,1,8,40,1,2,0
1,55,5,9,0,1,25,2,5,40,4,2,0
1,24,3,14,0,1,8,2,6,30,3,2,0
1,21,3,14,1,1,11,1,12,84,2,2,0
1,45,2,14,0,1,15,2,8,40,1,2,0
0,48,2,14,0,1,19,1,8,40,4,2,0
0,22,3,13,0,0,43,3,0,0,5,0,1
1,37,2,16,0,1,15,1,12,84,2,2,0
0,36,2,16,0,1,33,1,8,40,1,2,0
1,76,5,4,0,0,43,3,0,0,5,0,1
0,71,5,10,0,1,8,0,8,40,3,2,0
0,28,2,14,0,1,31,0,5,20,3,2,0
1,29,2,14,0,1,34,2,12,72,2,2,0
1,66,5,14,0,1,4,2,12,72,2,2,0
1,41,2,1,0,1,34,2,12,72,2,2,0
0,74,5,12,0,1,8,0,4,20,3,2,0
1,38,3,14,0,1,12,2,4,24,4,2,0
1,45,3,14,0,0,43,3,0,0,5,0,1
1,58,2,1,0,1,15,1,8,40,1,2,0
0,53,2,20,0,1,42,1,8,40,1,2,0
1,25,2,1,0,0,43,3,0,0,5,0,1
1,24,3,1,0,0,43,3,0,0,5,0,1
0,23,2,1,0,0,43,3,0,0,5,0,1
1,54,2,13,0,1,4,0,8,48,2,2,0
0,55,2,14,0,1,40,2,8,40,4,2,0
1,52,1,14,0,1,4,0,10,60,2,2,0
0,23,3,11,0,0,43,3,0,0,5,0,1
1,45,2,8,0,1,26,1,8,40,4,2,0
0,41,2,11,0,1,8,0,4,20,2,2,0
1,38,2,1,0,1,34,1,12,84,1,2,0
0,31,2,1,0,1,42,1,8,40,1,2,0
1,56,2,10,0,1,22,0,4,20,2,2,0
1,51,2,12,0,1,26,1,8,40,4,2,0
0,51,2,4,0,1,8,1,6,36,3,2,0
1,17,3,0,0,1,22,1,8,48,2,2,0
1,24,3,14,0,1,22,1,8,48,2,2,0
0,67,5,14,0,1,8,1,8,40,3,2,0
1,29,3,3,0,1,15,2,12,84,1,2,0
0,28,3,1,0,1,15,1,8,40,1,2,0
1,26,2,1,0,1,12,1,12,84,2,2,0
0,27,2,1,0,1,15,2,12,72,1,2,0
1,42,2,18,1,1,25,1,12,72,4,2,0
0,41,2,1,0,0,43,3,0,0,5,0,2
1,38,2,14,0,1,26,1,8,40,4,2,0
0,38,2,20,0,1,42,1,8,40,1,2,0
1,53,5,9,0,1,26,1,10,50,4,2,0
0,24,3,13,0,1,8,1,6,36,3,2,0
0,28,3,14,0,1,25,1,8,56,4,2,0
1,47,2,14,0,1,33,1,5,25,4,2,0
0,44,2,13,0,1,33,1,5,25,4,2,0
1,59,2,4,0,1,41,1,4,12,4,2,0
0,18,3,12,0,1,36,2,8,48,2,2,0
1,28,2,6,0,1,26,1,3,9,4,2,0
1,29,2,4,0,1,11,1,8,40,2,2,0
0,32,2,1,0,1,15,1,8,40,2,2,0
0,36,2,4,0,1,8,1,8,40,3,2,0
1,22,2,4,0,1,22,1,8,48,2,2,0
0,16,2,14,0,1,36,1,8,48,2,2,0
1,27,2,14,0,1,34,1,8,48,2,2,0
1,76,2,5,0,0,43,3,0,0,5,0,1
0,63,2,7,0,1,33,1,8,48,4,2,0
1,20,3,14,0,1,22,1,8,48,2,2,0
1,53,2,7,0,1,25,1,2,8,4,2,0
1,21,3,8,0,1,26,0,5,15,2,2,0
1,69,2,6,0,1,33,1,6,30,4,2,0
0,65,2,6,0,1,33,1,6,30,4,2,0
1,43,2,13,0,1,4,2,8,48,2,2,0
0,32,2,14,0,1,33,1,8,48,4,2,0
1,48,2,14,0,1,34,1,8,48,2,2,0
0,47,2,14,0,1,36,1,8,48,6,2,0
0,21,3,1,0,1,36,1,8,48,2,2,0
1,27,2,11,0,1,25,1,6,30,4,2,0
0,56,2,4,0,1,19,1,11,77,4,2,0
0,40,2,7,0,1,1,2,8,48,7,2,0
1,20,3,12,0,1,1,2,8,24,7,2,0
1,18,3,14,0,1,1,2,8,24,7,2,0
0,56,5,7,0,1,8,2,4,28,3,2,0
0,18,3,13,0,0,43,3,0,0,5,2,2
1,32,2,6,0,1,1,2,5,10,2,2,0
0,21,2,13,0,1,8,2,8,56,3,2,0
1,59,2,4,0,1,25,2,6,24,4,2,0
0,57,2,8,0,0,43,3,0,0,5,0,1
1,18,3,7,0,1,1,2,5,15,2,0,0
1,52,2,4,0,1,25,2,2,2,4,2,0
0,53,2,4,0,1,25,2,2,12,4,2,0
1,24,3,14,0,1,26,2,5,5,4,2,0
1,19,3,8,0,1,1,2,2,2,7,0,0
1,64,2,5,0,1,26,1,9,27,4,2,0
1,21,3,14,0,1,29,2,8,48,2,2,0
1,65,5,4,0,1,25,1,5,35,4,2,0
1,49,2,7,0,1,26,1,10,40,4,2,0
0,44,2,4,1,0,43,3,0,0,5,0,1
1,38,2,5,0,1,26,1,9,45,4,2,0
0,33,2,9,1,0,43,3,0,0,5,1,1
1,78,5,5,0,0,43,3,0,0,5,0,1
1,24,2,4,0,1,26,1,8,32,4,2,0
1,53,2,4,0,1,26,2,10,50,4,2,0
0,22,3,13,0,1,22,1,10,60,2,2,0
1,30,2,14,0,1,26,2,6,24,4,2,0
0,30,2,5,0,1,8,2,2,20,3,2,0
1,45,2,4,0,1,4,1,3,21,2,2,0
1,76,5,8,0,1,25,1,3,21,4,2,0
1,26,2,4,0,1,25,2,8,56,4,2,0
0,27,2,14,0,1,25,1,2,14,4,2,0
0,71,5,5,0,1,25,1,1,7,4,2,0
0,46,5,5,0,0,43,3,0,0,5,0,1
1,23,3,14,0,1,11,2,7,84,2,2,0
1,63,5,15,0,1,36,1,5,35,4,2,0
1,52,2,4,0,1,4,1,8,48,2,2,0
0,44,2,12,0,0,43,3,0,0,5,0,2
0,22,3,14,0,0,43,3,0,0,5,1,1
1,78,5,8,0,1,33,1,8,56,4,2,0
1,45,2,4,0,1,4,2,8,56,2,2,0
0,75,5,15,0,0,43,3,0,0,5,0,1
1,60,2,14,0,1,22,2,8,40,2,2,0
0,58,2,14,0,1,25,1,3,9,4,2,0
0,37,3,8,0,1,8,0,4,8,3,2,0
1,25,3,14,0,0,43,3,0,0,5,0,2
1,23,3,1,0,0,43,3,0,0,5,1,1
1,35,2,9,0,1,21,1,8,40,2,2,0
0,45,2,1,0,1,29,1,11,66,2,2,0
1,15,3,14,0,1,32,2,1,1,4,2,0
1,35,3,1,0,1,16,1,8,40,2,2,0
1,52,2,4,0,0,43,3,0,0,5,0,1
0,49,2,16,0,1,33,1,3,40,1,2,0
1,51,2,8,0,1,26,1,13,91,2,2,0
0,49,2,1,0,1,26,1,13,91,2,2,0
0,23,3,1,0,1,15,1,8,40,2,2,0
1,42,2,14,1,1,16,1,4,8,2,2,0
0,41,2,14,0,1,32,1,10,10,2,2,0
1,19,3,14,0,1,22,2,8,40,2,2,0
0,65,3,4,0,1,36,1,10,10,4,2,0
1,30,2,11,0,1,4,2,8,48,2,2,0
1,55,3,4,0,1,8,2,8,40,3,2,0
1,49,1,4,0,0,43,3,0,0,5,0,2
1,25,3,14,0,1,23,1,8,40,2,2,0
0,65,1,7,0,1,36,1,8,56,4,2,0
1,24,3,14,0,0,43,3,0,0,5,0,1
1,26,2,14,0,1,36,1,7,14,4,2,0
0,28,2,12,0,1,8,1,12,84,3,2,0
1,62,2,14,0,1,11,1,8,40,2,2,0
0,55,2,16,0,1,33,1,8,40,1,2,0
0,28,3,1,0,0,43,3,0,0,5,1,2
0,24,3,2,0,0,43,3,0,0,5,1,1
1,49,2,9,0,1,8,1,8,40,3,2,0
0,59,2,8,0,1,31,1,8,8,1,2,0
1,24,3,1,0,1,34,1,8,40,2,2,0
1,26,2,1,0,1,36,2,10,70,2,2,0
0,20,2,12,0,1,36,2,10,70,2,2,0
1,42,2,8,0,1,4,0,8,40,2,2,0
0,38,2,4,0,1,17,0,8,3,2,2,0
1,19,3,14,0,1,36,0,8,56,2,2,0
1,43,2,4,0,1,4,2,8,46,2,2,0
0,42,2,4,0,1,36,1,2,14,4,2,0
1,25,2,14,0,1,22,1,8,48,4,2,0
1,40,2,7,0,1,22,1,6,36,4,2,0
1,36,2,14,0,1,22,2,8,48,2,2,0
0,72,5,4,0,1,25,1,6,24,4,2,0
1,44,3,14,0,1,11,1,8,48,2,2,0
1,49,2,8,0,1,25,1,8,32,4,2,0
1,37,2,14,0,1,1,1,8,40,2,2,0
1,36,2,14,0,1,22,0,8,48,2,2,0
0,60,5,10,0,0,43,3,0,0,5,1,1
1,24,3,7,0,1,22,2,10,30,2,2,0
1,20,3,10,0,1,22,2,10,30,2,2,0
1,59,2,10,0,1,41,1,5,30,4,2,0
0,58,2,7,0,1,40,1,8,48,4,2,0
1,19,3,14,0,1,22,1,8,48,2,2,0
0,28,3,2,0,1,36,1,10,60,2,2,0
1,37,2,11,0,1,11,1,12,72,2,2,0
0,30,2,14,0,0,43,3,0,0,5,1,1
1,33,2,12,0,1,11,2,8,48,2,2,0
0,31,2,18,0,0,43,3,0,0,5,1,2
1,60,5,8,0,1,25,1,3,18,4,2,0
1,48,2,6,0,1,14,1,8,48,2,2,0
1,18,3,14,0,1,36,1,8,48,4,2,0
0,23,3,14,0,1,17,1,8,48,2,2,0
0,21,3,14,0,1,17,1,8,48,2,2,0
1,24,2,14,0,1,36,1,8,48,4,2,0
0,49,2,0,0,1,15,1,8,40,1,2,0
1,25,3,14,0,1,22,1,8,40,2,2,0
1,70,2,12,0,1,25,2,6,24,0,2,0
1,55,2,8,0,1,25,1,8,48,4,2,0
1,23,3,11,0,1,22,2,8,48,2,2,0
1,19,3,14,0,1,1,2,8,40,7,2,0
1,48,2,7,0,1,25,1,6,18,4,2,0
0,46,2,7,0,1,1,2,6,18,7,2,0
1,22,3,11,0,1,1,2,6,18,7,2,0
1,33,2,8,0,1,4,2,8,48,2,2,0
0,23,2,12,0,1,1,2,5,25,7,2,0
1,28,2,9,0,1,22,2,8,48,2,2,0
0,26,2,4,0,0,43,3,0,0,5,0,1
0,75,5,5,0,1,25,1,4,12,4,2,0
1,51,3,9,0,1,26,1,6,18,4,2,0
1,32,2,0,0,1,4,2,8,48,2,2,0
1,31,2,14,0,1,17,2,8,48,2,2,0
0,32,2,14,0,1,19,1,14,94,4,2,0
1,38,2,4,0,1,26,1,7,21,4,2,0
0,39,2,4,0,1,36,1,5,15,4,2,0
1,15,3,11,0,1,1,2,8,56,7,2,0
1,20,2,4,0,1,26,2,7,21,4,0,0
1,59,2,4,0,1,25,1,9,38,0,2,0
0,62,2,11,0,1,1,2,8,16,7,2,0
1,23,3,14,1,1,1,2,8,36,7,2,0
1,20,3,12,0,1,1,2,8,36,7,2,0
1,24,2,1,1,1,1,2,8,36,7,2,0
1,18,3,12,0,1,1,2,8,36,7,2,0
1,32,2,14,0,1,25,1,3,15,4,2,0
0,25,2,14,0,1,15,2,8,40,1,2,0
1,57,2,4,0,1,7,1,8,24,1,2,0
0,51,2,13,0,1,25,2,3,13,4,2,0
0,22,3,12,0,1,32,2,8,48,2,0,0
0,19,3,13,0,1,31,2,15,90,2,0,0
1,41,2,20,0,1,34,1,12,84,1,2,0
0,41,2,20,0,1,19,1,7,49,4,2,0
1,50,2,4,0,1,22,2,8,24,2,2,0
1,19,3,3,1,1,22,2,8,16,2,0,0
1,18,3,14,0,0,43,3,0,0,5,0,1
1,76,2,4,0,1,25,1,3,21,4,2,0
0,75,2,3,0,1,1,2,1,5,7,2,0
1,44,2,14,0,1,22,1,8,48,2,2,0
0,37,2,20,0,1,42,1,8,48,1,2,0
1,52,2,13,0,1,25,1,4,28,4,2,0
0,54,2,20,0,1,30,1,8,40,1,2,0
1,64,2,4,0,1,25,2,4,12,4,2,0
0,59,2,7,0,1,1,2,3,6,7,2,0
1,33,2,20,1,1,27,1,8,48,2,2,0
0,30,2,20,0,0,43,3,0,0,5,1,1
1,54,2,14,0,1,34,1,3,20,1,2,0
0,54,2,20,1,1,42,1,8,40,1,2,0
1,27,3,20,0,1,25,1,2,14,4,0,0
1,29,2,18,0,1,25,1,2,14,4,2,0
0,21,2,14,1,0,43,3,0,0,5,0,1
1,66,2,14,1,1,7,1,12,12,1,2,0
0,63,2,4,1,1,33,2,3,3,4,0,0
1,24,3,4,1,1,25,2,2,14,4,2,0
0,23,3,16,0,1,42,1,8,40,1,2,0
1,19,3,20,0,0,43,3,0,0,5,1,1
0,27,2,20,0,0,43,3,0,0,5,1,1
1,38,2,14,0,1,33,2,8,48,4,2,0
1,28,2,14,0,1,4,2,8,48,2,2,0
1,56,3,14,0,1,25,1,3,21,4,2,0
0,47,3,20,0,1,36,1,12,60,2,2,0
1,60,2,4,0,0,43,3,0,0,5,2,2
0,55,2,6,0,1,8,1,6,12,3,2,0
0,17,3,14,0,0,43,3,0,0,5,0,2
1,40,2,12,0,1,22,2,8,48,2,2,0
0,47,3,20,0,1,10,1,8,40,2,2,0
1,45,2,14,0,0,43,3,0,0,5,0,1
0,35,2,14,0,1,19,1,13,91,4,2,0
1,50,2,14,0,1,25,2,2,18,4,2,0
0,55,2,20,0,1,8,1,6,24,3,2,0
1,57,2,14,0,1,4,2,8,48,2,2,0
0,53,2,14,0,1,25,2,1,7,4,2,0
0,21,3,13,0,0,43,3,0,0,5,1,1
1,67,2,16,1,1,33,2,3,21,4,2,0
1,56,2,14,0,1,7,1,8,38,1,2,0
0,52,2,2,0,0,43,3,0,0,5,0,1
1,60,1,14,0,1,1,2,8,16,2,2,0
0,18,2,14,1,0,43,3,0,0,5,1,1
0,53,5,20,0,0,43,3,0,0,5,0,1
1,29,3,16,0,1,33,1,8,40,1,2,0
1,23,3,20,0,1,19,1,15,105,4,2,0
0,30,3,13,0,1,36,1,4,12,4,2,0
0,80,5,7,0,0,43,3,0,0,5,0,1
0,36,2,3,0,1,36,2,7,49,4,2,0
1,20,2,0,1,1,1,2,1,7,7,2,0
1,28,2,11,0,1,22,2,8,48,2,2,0
1,43,2,4,0,1,25,1,3,21,4,2,0
0,43,2,4,0,1,1,1,1,3,7,2,0
1,19,3,2,0,1,1,2,7,7,7,2,0
0,52,2,4,0,1,22,1,8,32,7,2,0
0,16,3,20,0,1,22,2,8,48,7,2,0
1,22,2,14,0,1,22,2,8,48,7,2,0
0,24,2,0,0,1,22,2,5,30,7,2,0
0,47,5,12,0,1,36,1,4,28,4,2,0
1,21,3,9,0,0,43,3,0,0,5,2,2
1,58,2,20,0,0,43,3,0,0,5,0,1
0,22,3,20,0,0,43,3,0,0,5,1,2
1,63,2,14,0,0,43,3,0,0,5,0,1
1,67,2,4,0,1,25,1,1,7,4,2,0
0,64,2,4,0,1,8,1,4,4,3,2,0
0,23,3,20,0,1,36,1,8,48,2,2,0
1,58,2,20,1,1,38,1,8,40,1,2,0
0,50,2,20,0,1,5,1,8,40,1,2,0
1,46,1,14,0,1,11,1,8,56,2,2,0
1,58,2,14,0,0,43,3,0,0,5,0,1
0,58,2,14,0,1,8,1,4,12,3,2,0
1,33,2,2,1,1,33,1,5,12,4,2,0
0,69,5,20,0,0,43,3,0,0,5,0,1
1,44,2,4,0,1,22,1,12,72,2,2,0
0,37,2,1,0,1,25,1,2,14,4,2,0
1,39,2,4,0,1,25,1,8,8,4,2,0
0,32,2,11,0,1,8,1,4,4,3,2,0
1,41,2,14,0,1,4,2,8,48,2,2,0
1,28,2,14,0,1,4,2,8,56,2,2,0
0,25,2,12,0,0,43,3,0,0,5,0,1
0,50,2,14,0,1,19,1,15,105,4,2,0
0,26,3,14,0,1,25,2,1,7,4,2,0
1,65,2,4,0,1,1,1,9,48,2,2,0
0,50,2,4,0,1,1,1,9,48,2,2,0
1,58,5,14,0,1,4,2,8,48,2,2,0
1,40,2,14,1,1,33,1,6,36,4,2,0
0,41,2,20,0,1,42,1,8,40,1,2,0
0,45,1,12,0,1,33,1,8,56,4,2,0
0,21,3,12,0,1,8,1,8,56,3,2,0
0,20,3,13,0,0,43,3,0,0,5,1,1
0,48,5,4,0,1,8,1,8,24,3,2,0
1,21,3,13,0,0,43,3,0,0,5,0,2
1,32,2,2,0,1,35,2,8,16,2,2,0
1,47,2,20,0,1,37,1,8,40,1,2,0
0,41,2,4,0,1,25,1,1,7,4,2,0
1,54,2,20,0,1,8,1,8,56,1,2,0
0,44,2,4,0,1,8,1,12,84,3,2,0
1,29,2,14,0,1,22,1,12,72,2,2,0
1,36,5,5,0,1,1,2,7,35,2,2,0
0,52,2,20,0,1,33,1,8,8,4,2,0
1,20,3,1,1,1,1,2,8,8,7,2,0
1,53,2,4,0,1,1,2,6,12,2,2,0
0,49,2,20,0,1,24,1,8,40,1,2,0
1,22,3,0,1,0,43,3,0,0,5,1,1
1,44,3,15,0,0,43,3,0,0,5,1,1
1,61,2,2,0,1,25,1,4,28,4,2,0
0,55,2,14,0,1,19,1,15,105,4,2,0
1,32,3,14,0,0,43,3,0,0,5,0,1
0,20,3,14,1,1,22,1,15,105,7,2,0
0,84,5,12,0,0,43,3,0,0,5,0,1
1,36,2,20,0,1,22,1,8,40,1,2,0
0,34,2,16,1,0,43,3,0,0,5,0,2
0,89,5,7,0,0,43,3,0,0,5,0,1
1,70,3,20,0,1,25,1,6,18,4,2,0
0,68,3,4,0,1,25,1,1,7,4,2,0
1,37,2,14,0,1,25,1,4,20,4,2,0
0,53,5,11,0,1,25,2,2,6,4,2,0
0,25,2,5,0,1,25,1,3,21,4,2,0
0,23,2,14,0,1,25,1,3,21,4,2,0
1,48,3,4,0,1,25,1,1,7,4,2,0
1,33,3,4,0,1,25,1,2,14,4,2,0
0,26,2,14,0,1,25,2,3,9,4,2,0
0,55,2,10,0,1,25,1,1,7,4,2,0
0,16,3,12,0,0,43,3,0,0,5,1,2
0,59,3,12,0,1,25,1,1,7,4,2,0
1,21,3,4,0,1,11,2,6,42,2,2,0
1,46,1,14,1,1,25,1,3,3,4,2,0
0,61,5,8,0,1,25,1,1,7,4,2,0
1,44,1,4,0,1,32,2,8,32,2,2,0
0,86,5,8,0,0,43,3,0,0,5,0,1
1,32,2,12,0,1,33,1,5,35,4,2,0
0,30,2,14,0,0,43,3,0,0,5,0,2
1,37,2,14,0,1,1,2,7,7,2,2,0
1,30,2,4,1,1,1,2,8,8,2,2,0
1,48,2,13,0,1,27,1,8,40,2,2,0
0,40,2,13,0,1,36,2,1,3,4,2,0
1,19,3,2,0,0,43,3,0,0,5,0,2
1,55,2,4,0,1,25,1,8,16,4,2,0
0,32,2,4,0,1,33,1,5,35,4,2,0
1,41,2,11,0,1,1,1,4,4,2,2,0
0,49,2,14,0,1,25,1,1,7,4,2,0
1,21,3,14,0,0,43,3,0,0,5,0,2
1,38,2,5,0,1,36,1,5,35,2,2,0
0,42,2,9,0,1,25,2,1,7,4,2,0
0,20,3,13,0,0,43,3,0,0,5,1,2
1,32,2,12,0,1,34,1,8,40,1,2,0
1,57,2,4,0,1,25,1,2,14,4,2,0
0,56,2,4,0,1,1,1,2,14,7,2,0
0,38,5,20,0,1,25,1,3,3,4,2,0
1,47,2,14,0,1,22,0,8,48,2,2,0
0,45,2,14,0,1,31,1,8,48,3,2,0
1,19,3,1,0,1,1,2,1,7,7,2,0
0,18,3,2,0,1,36,2,8,48,4,0,0
0,17,3,0,0,1,22,2,8,48,7,0,0
0,41,2,14,0,0,43,3,0,0,5,0,1
0,56,2,14,1,0,43,3,0,0,5,0,1
1,28,2,0,0,1,27,2,8,48,2,2,0
0,29,2,20,1,0,43,3,0,0,5,0,2
1,53,2,2,0,1,19,1,8,56,4,2,0
0,48,2,14,0,1,32,1,8,56,7,2,0
0,22,3,20,0,1,32,1,8,56,7,2,0
0,58,2,16,0,1,42,1,8,40,1,2,0
1,59,2,16,0,1,42,1,8,40,1,2,0
0,51,2,16,0,1,42,1,8,40,1,2,0
1,32,2,14,0,1,33,1,11,77,4,2,0
1,35,2,20,0,1,33,1,10,70,4,2,0
0,32,2,12,0,0,43,3,0,0,5,0,1
0,62,5,14,0,1,8,0,5,10,3,2,0
1,35,2,13,1,0,19,1,12,0,4,2,0
0,27,2,14,0,0,32,1,12,0,7,2,0
0,70,5,3,1,0,43,3,0,0,5,1,1
1,41,2,20,1,0,43,3,0,0,5,0,1
1,34,2,2,0,1,33,1,5,35,4,2,0
0,37,2,20,0,1,19,2,2,4,4,2,0
1,68,5,14,1,1,33,1,8,48,4,2,0
1,23,3,6,0,0,43,3,0,0,5,1,1
1,60,2,14,0,0,43,3,0,0,5,0,1
0,67,5,12,1,0,43,3,0,0,5,0,1
0,44,3,20,0,1,0,1,8,56,2,2,0
0,37,3,13,0,0,43,3,0,0,5,1,1
1,61,2,20,0,1,33,1,6,42,4,2,0
0,53,2,2,0,1,14,1,6,42,7,2,0
0,20,3,20,0,1,14,1,2,14,7,2,0
1,19,3,14,0,1,14,1,2,14,7,2,0
1,19,3,13,0,1,14,1,2,14,7,2,0
0,25,3,3,0,1,14,1,6,42,7,2,0
1,29,2,13,0,1,14,1,6,24,7,2,0
0,26,2,20,0,1,5,1,8,40,2,2,0
0,66,5,8,0,0,43,3,0,0,5,0,1
1,44,5,14,0,1,11,2,8,24,2,2,0
1,23,2,14,1,1,1,2,8,48,2,2,0
1,69,2,3,0,1,33,1,8,56,4,2,0
0,53,2,4,0,1,31,1,15,105,3,2,0
1,82,5,9,0,0,43,3,0,0,5,0,1
1,25,2,14,1,1,34,1,8,56,2,2,0
1,26,2,7,0,1,1,0,8,16,2,2,0
1,59,2,4,0,1,27,2,2,4,4,2,0
0,45,2,12,0,1,8,0,7,21,3,2,0
1,21,3,11,0,0,43,3,0,0,5,0,2
1,50,2,20,0,1,38,1,8,48,2,2,0
0,48,2,20,0,1,19,1,12,76,0,2,0
1,28,2,4,0,1,1,1,6,42,2,2,0
0,31,2,4,0,1,19,1,12,84,4,2,0
1,33,3,20,0,1,42,1,8,40,1,2,0
0,65,2,4,0,1,1,1,2,14,7,2,0
0,74,5,8,0,0,43,3,0,0,5,0,1
1,24,3,14,0,1,22,0,8,40,2,2,0
1,55,2,4,0,1,35,1,8,40,1,2,0
1,78,2,4,0,1,25,1,2,14,4,2,0
0,83,2,8,0,1,25,1,2,14,4,2,0
1,32,2,4,0,1,25,1,2,14,4,2,0
0,27,2,4,0,1,25,1,1,7,4,2,0
1,35,2,11,0,1,25,1,2,14,4,2,0
1,49,2,8,0,1,4,0,8,36,2,2,0
1,21,3,8,0,1,14,1,13,78,2,2,0
1,17,3,8,0,1,14,1,13,78,2,2,0
1,45,2,4,0,1,11,1,6,42,2,2,0
0,39,2,13,0,1,25,1,1,7,4,2,0
1,23,2,14,0,1,25,1,2,14,4,2,0
1,34,2,6,0,1,4,0,8,16,2,2,0
0,30,2,6,0,1,25,1,2,6,4,2,0
1,67,2,8,0,0,43,3,0,0,5,0,1
0,58,2,12,0,1,19,1,12,84,4,2,0
0,70,2,4,0,0,43,3,0,0,5,1,1
1,17,3,8,0,1,22,2,8,16,2,2,0
1,16,3,12,0,1,22,2,8,32,2,0,0
1,38,2,9,0,1,26,2,6,12,4,2,0
1,37,2,4,1,1,11,1,9,45,2,2,0
0,36,2,14,0,1,31,1,3,3,1,2,0
1,50,2,14,0,1,26,1,3,6,4,2,0
0,54,2,14,0,1,19,1,12,72,4,2,0
1,31,2,9,0,1,1,2,15,60,2,2,0
0,31,2,12,0,0,43,3,0,0,5,0,1
